ZCTA,Total,White,Black,AmIndorAlaskanNative,Asian,PacIslanderorHINative,OtherRace,Mixed,Hispanic,TotalContribs,NumberContribs,ToDems,ToRepubs,Name,State
92691,47582,32012,581,97,3785,62,99,1552,9394,107065,1129,36407,46151,Mission Viejo,CA
92692,47222,33149,578,80,4702,85,102,1680,6846,208150,1074,63114,111273,Mission Viejo,CA
92694,21944,15142,288,32,2625,27,31,927,2872,188676,478,56169,84249,Ladera Ranch,CA
92701,53908,3297,393,67,1912,42,66,206,47925,187214,325,49829,34147,Santa Ana,CA
92703,65445,3200,683,86,9319,162,84,283,51628,16240,179,9245,3177,Santa Ana,CA
92704,88123,7506,878,153,14615,257,90,718,63906,42542,377,17242,21262,Santa Ana,CA
92705,44706,22429,488,104,3021,140,104,786,17634,341369,1576,102021,173014,Santa Ana,CA
92706,36457,6286,379,80,2924,114,37,320,26317,83390,497,45771,26785,Santa Ana,CA
92707,59492,4646,491,84,3888,148,56,404,49775,236984,360,50356,71936,Santa Ana,CA
92708,56004,27302,497,127,18389,163,113,1640,7773,162138,937,50753,85895,Fountain Valley,CA
92780,57741,19026,1209,123,7865,227,135,1144,28012,256975,767,56126,150230,Tustin,CA
92782,23032,10803,373,23,7648,30,55,938,3162,134423,408,52054,53643,Tustin,CA
92801,62068,11879,2186,103,9750,274,103,1037,36736,33406,368,10570,15661,Anaheim,CA
92802,42709,8589,992,123,5677,232,80,627,26389,35934,230,17038,11671,Anaheim,CA
92804,85914,21798,2540,212,18304,695,192,1698,40475,32278,371,21134,9879,Anaheim,CA
92805,70401,9716,879,139,4953,165,103,659,53787,60314,691,32253,17751,Anaheim,CA
92806,37173,11012,853,88,4351,148,63,647,20011,84078,523,37620,40478,Anaheim,CA
92807,36171,21066,691,84,5490,67,88,1106,7579,337010,822,93377,81831,Anaheim,CA
92808,20039,11732,367,36,4242,15,44,717,2886,87458,283,42718,34600,Anaheim,CA
92821,35533,18929,448,82,5876,58,75,867,9198,97713,1017,55447,28347,Brea,CA
92823,3613,1684,42,8,1173,4,7,104,591,4679,33,3049,1175,Brea,CA
92831,34204,15266,926,71,5466,81,63,935,11396,71063,603,32484,34045,Fullerton,CA
92832,24752,7992,513,56,2287,55,42,412,13395,46192,294,29039,15188,Fullerton,CA
92833,51767,14474,931,81,17701,102,100,1000,17378,118568,627,83486,26205,Fullerton,CA
92835,24010,13681,405,42,4959,30,37,615,4241,139576,557,32768,88330,Fullerton,CA
92840,54083,11802,638,110,16404,359,91,845,23834,42450,303,18221,11972,Garden Grove,CA
92841,32845,8165,414,79,13002,190,42,619,10334,45166,324,20206,21884,Garden Grove,CA
92843,45214,4857,337,59,18607,293,35,499,20527,23446,160,12221,9570,Garden Grove,CA
92844,24307,3331,253,37,14070,135,32,405,6044,11511,73,6783,594,Garden Grove,CA
92845,16333,11081,146,31,1819,74,28,500,2654,16161,314,4037,8384,Garden Grove,CA
92860,27198,15372,1858,150,869,52,32,469,8396,28625,169,5703,12537,Norco,CA
92861,5781,4154,42,26,843,1,11,109,595,138042,291,55437,61087,Villa Park,CA
92865,19704,9470,289,54,2173,36,25,367,7290,34748,359,14039,10919,Orange,CA
92866,14885,7760,172,34,750,37,19,261,5852,70090,350,14313,50043,Orange,CA
92867,44515,22097,425,116,4696,82,74,922,16103,283582,841,69297,170664,Orange,CA
92868,25404,7793,676,82,3366,114,49,424,12900,82929,225,15707,24668,Orange,CA
92869,37184,18154,350,81,4451,65,80,750,13253,158753,822,67644,71164,Orange,CA
92870,52033,23609,842,130,7637,59,74,1028,18654,72408,531,34009,28694,Placentia,CA
92879,46745,13175,3167,150,4307,136,81,1016,24713,41397,299,13398,18790,Corona,CA
92880,58763,16352,4656,149,12211,174,108,1512,23601,94131,257,15087,14165,Corona,CA
92881,30991,15062,1760,75,3068,97,54,852,10023,62135,252,18620,36405,Corona,CA
92882,67917,24172,2488,196,5803,217,136,1422,33483,68877,444,22845,29705,Corona,CA
92883,29301,15047,1844,62,2956,74,40,952,8326,76400,280,49270,18521,Corona,CA
92886,46564,30976,563,103,6597,50,112,1134,7029,195201,837,86392,79360,Yorba Linda,CA
92887,20006,12940,256,20,3486,31,42,656,2575,91143,423,34533,43137,Yorba Linda,CA
93001,32990,17872,375,187,602,44,47,779,13084,117545,1354,73098,28566,Ventura,CA
93003,50474,31754,739,243,1929,95,96,1333,14285,207648,1699,92798,82947,Ventura,CA
93004,29149,17330,408,145,1078,35,44,838,9271,43353,673,20874,17829,Ventura,CA
93010,42901,26172,829,115,3208,75,68,1248,11186,165434,1034,71701,76058,Camarillo,CA
93012,34617,22898,507,61,3927,52,68,1039,6065,161443,1176,51606,68026,Camarillo,CA
93013,16091,8189,95,42,365,12,24,211,7153,148220,761,89154,54033,Carpinteria,CA
93015,17334,4250,57,53,138,10,30,163,12633,12699,133,7761,3175,Fillmore,CA
93021,36422,20803,497,85,2375,38,71,997,11556,79827,701,45340,25061,Moorpark,CA
93022,6106,4258,16,54,70,2,13,104,1589,10543,147,6348,4079,Oak View,CA
93023,20589,15657,102,109,341,6,40,373,3961,414719,1554,155619,115685,Ojai,CA
93030,59372,6893,1606,128,4034,160,80,799,45672,34664,468,25688,2662,Oxnard,CA
93033,82728,5540,1422,149,6020,252,80,873,68392,11844,159,7454,2797,Oxnard,CA
93035,27732,12549,790,72,1734,56,45,692,11794,78171,730,30259,32755,Oxnard,CA
93036,41691,7982,1022,109,2519,88,43,694,29234,52003,440,30406,13621,Oxnard,CA
93040,2031,251,14,4,13,0,0,22,1727,1406,10,-2495,100,Piru,CA
93041,23641,8479,1122,113,1288,118,39,720,11762,26474,510,22445,2321,Port Hueneme,CA
93042,56,40,5,0,2,1,0,0,8,0,0,0,0,Point Mugu Nawc,CA
93043,333,175,27,3,11,0,2,4,111,0,0,0,0,Port Hueneme CBC Base,CA
93060,32811,7010,107,116,216,15,25,209,25113,48053,469,29259,10635,Santa Paula,CA
93063,54366,35271,678,142,5136,47,91,1524,11477,90076,943,45410,24479,Simi Valley,CA
93064,40,21,0,0,0,0,1,2,16,0,0,0,0,Brandeis,CA
93065,72508,44766,959,223,6260,102,189,2162,17847,156752,1198,61077,78822,Simi Valley,CA
93066,3102,1806,21,14,85,8,1,35,1132,46910,127,32410,9470,Somis,CA
93067,895,706,2,5,24,0,2,18,138,27449,35,19849,6600,Summerland,CA
93101,31683,13857,453,120,918,40,88,575,15632,416612,1873,282219,66217,Santa Barbara,CA
93103,20249,8338,302,100,420,16,26,306,10741,222019,1053,169709,42383,Santa Barbara,CA
93105,24815,18598,208,50,811,33,41,488,4586,496737,2498,383128,58987,Santa Barbara,CA
93108,11112,9752,53,38,282,6,24,189,768,1688254,2976,1054108,545781,Santa Barbara,CA
93109,10858,8192,114,29,530,21,22,266,1684,202209,943,119575,57716,Santa Barbara,CA
93110,16829,10589,305,56,811,18,43,382,4625,305630,1020,179016,104037,Santa Barbara,CA
93111,17370,11492,159,45,1046,18,35,386,4189,177713,969,79745,65633,Santa Barbara,CA
93117,53217,28876,901,147,5927,63,140,1751,15412,160083,1753,99488,44870,Goleta,CA
93201,1348,227,22,6,10,0,2,6,1075,250,1,0,250,Alpaugh,CA
93202,4143,1047,90,23,85,9,1,70,2818,5630,4,230,5400,Armona,CA
93203,20938,1233,110,48,164,2,32,134,19215,5900,6,5000,900,Arvin,CA
93204,15529,2399,1540,82,102,4,197,65,11140,525,2,0,25,Avenal,CA
93205,2113,1774,4,48,13,3,5,62,204,983,30,274,709,Bodfish,CA
93206,2300,470,41,11,17,0,8,23,1730,17935,163,0,6411,Buttonwillow,CA
93207,263,237,0,4,4,0,0,3,15,1575,9,115,1250,California Hot Springs,CA
93208,104,93,0,0,0,0,2,2,7,1653,9,1250,0,Camp Nelson,CA
93210,19504,6771,1802,134,437,27,82,175,10076,66496,157,7239,48795,Coalinga,CA
93212,26079,5032,3664,142,197,11,358,168,16507,33907,149,2218,20673,Corcoran,CA
93215,55659,4184,4039,157,6506,22,77,479,40195,71458,92,1782,59930,Delano,CA
93218,994,208,1,2,27,0,0,14,742,0,0,0,0,Ducor,CA
93219,10194,315,52,13,528,0,3,40,9243,2315,6,215,0,Earlimart,CA
93220,211,41,0,0,21,0,0,1,148,700,2,0,700,Edison,CA
93221,14945,8155,70,112,211,16,23,237,6121,72327,277,4909,54619,Exeter,CA
93222,2099,1756,25,20,36,0,2,45,215,6773,65,6327,450,Pine Mountain Club,CA
93223,10604,1457,15,51,69,4,15,105,8888,3800,4,0,3800,Farmersville,CA
93224,451,384,4,3,1,0,0,10,49,50,1,0,0,Fellows,CA
93225,5077,4019,26,42,61,5,4,111,809,3721,64,2553,1155,Frazier Park,CA
93226,282,238,3,3,4,0,2,9,23,3790,3,0,3000,Glennville,CA
93230,65264,27363,2741,416,2391,54,173,1434,30692,190681,644,11665,131457,Hanford,CA
93234,6987,109,31,10,39,0,10,36,6752,1000,2,0,500,Huron,CA
93235,4559,657,9,47,22,1,3,34,3786,5439,6,0,2700,Ivanhoe,CA
93238,1490,1304,1,19,9,0,1,70,86,10307,64,1450,7362,Kernville,CA
93239,1688,63,2,0,1,3,1,14,1604,0,0,0,0,Kettleman City,CA
93240,6056,5139,17,133,30,9,4,216,508,3097,65,1936,621,Lake Isabella,CA
93241,17489,817,21,32,56,2,7,28,16526,5439,6,39,5400,Lamont,CA
93242,3468,1182,4,16,32,0,2,22,2210,12643,16,0,9241,Laton,CA
93243,1699,1146,14,19,22,0,0,42,456,4331,46,0,2521,Lebec,CA
93244,534,378,0,7,3,3,2,13,128,2155,22,0,1705,Lemon Cove,CA
93245,37412,16944,2264,625,2533,147,67,1486,13346,55553,134,1913,28365,Lemoore,CA
93247,17423,2988,35,48,330,10,20,95,13897,5825,75,746,4240,Lindsay,CA
93249,2739,49,0,0,17,1,1,1,2670,0,0,0,0,Lost Hills,CA
93250,13522,917,174,14,106,5,72,21,12213,10668,49,150,5800,Mc Farland,CA
93251,270,152,4,1,0,0,0,7,106,0,0,0,0,Mc Kittrick,CA
93252,4176,1846,231,29,40,1,5,54,1970,7690,20,0,2402,Maricopa,CA
93254,811,393,7,4,3,1,0,12,391,105,3,0,105,New Cuyama,CA
93255,614,531,4,5,0,0,2,36,36,1150,5,750,400,Onyx,CA
93256,5753,819,158,12,31,0,5,29,4699,22587,58,0,5300,Pixley,CA
93257,75004,23260,529,1359,2774,119,91,1133,45739,56311,332,4578,34973,Porterville,CA
93258,2046,147,1,4,332,0,0,18,1544,4249,57,2194,1000,Porterville,CA
93260,200,177,1,2,0,0,0,4,16,0,0,0,0,Posey,CA
93261,3099,47,3,3,131,0,0,11,2904,230,1,0,0,Richgrove,CA
93262,63,32,2,1,8,0,0,2,18,0,0,0,0,Sequoia National Park,CA
93263,19582,3643,159,103,121,17,20,131,15388,71677,300,3143,60025,Shafter,CA
93265,3699,2999,32,48,62,0,0,59,499,10997,87,2022,6762,Springville,CA
93266,1587,253,11,2,16,0,2,7,1296,88700,77,0,49400,Stratford,CA
93267,6237,1676,7,38,39,1,5,67,4404,5788,29,-25,875,Strathmore,CA
93268,16897,10441,168,140,127,109,39,309,5564,30038,89,546,25177,Taft,CA
93270,5837,1411,19,33,91,3,9,29,4242,20323,63,1015,17250,Terra Bella,CA
93271,2276,1923,7,26,32,1,8,56,223,15496,236,10243,4330,Three Rivers,CA
93272,3583,835,4,7,4,0,8,12,2713,95667,171,5000,32075,Tipton,CA
93274,69721,24365,2072,365,1210,54,95,1150,40410,251499,595,16606,101439,Tulare,CA
93276,161,139,0,0,0,0,0,10,12,0,0,0,0,Tupman,CA
93277,50607,26965,935,379,1687,53,80,1070,19438,164517,754,16166,89781,Visalia,CA
93280,27152,4105,1815,115,176,8,70,130,20733,13345,116,2117,10269,Wasco,CA
93283,2040,1713,2,62,6,1,0,77,179,2626,33,1056,1300,Weldon,CA
93285,2536,2222,5,42,9,1,0,72,185,1600,42,956,530,Wofford Heights,CA
93286,9548,1913,32,55,59,5,14,88,7382,3970,22,263,3375,Woodlake,CA
93287,119,99,0,5,1,0,3,4,7,200,2,0,200,Woody,CA
93291,52849,17128,816,290,3470,31,86,849,30179,200547,625,15507,118484,Visalia,CA
93292,39032,18046,600,273,1507,54,79,697,17776,77677,403,8477,47594,Visalia,CA
93301,12248,5372,1384,145,276,10,14,360,4687,64475,264,12701,40732,Bakersfield,CA
93304,48731,11230,5746,313,1295,30,70,928,29119,17338,193,3879,7257,Bakersfield,CA
93305,37601,6970,2040,360,272,21,49,480,27409,13704,135,4015,9318,Bakersfield,CA
93306,64587,22259,2148,567,1394,81,82,1026,37030,189212,866,19014,161681,Bakersfield,CA
93307,82658,10861,6288,461,1776,39,177,939,62117,38609,159,6008,28421,Bakersfield,CA
93308,52447,38033,930,620,1024,44,84,1217,10495,142904,485,23062,102213,Bakersfield,CA
93309,58409,26110,5817,416,2213,56,109,1419,22269,333121,682,23988,243432,Bakersfield,CA
93311,40829,19485,2262,240,5314,74,120,1119,12215,493351,827,31809,314023,Bakersfield,CA
93312,56741,36031,1348,420,3774,81,95,1338,13654,77701,565,11880,48206,Bakersfield,CA
93313,43553,13367,3001,186,4348,38,69,985,21559,34302,336,7135,14905,Bakersfield,CA
93314,22393,15205,411,167,905,20,45,482,5158,93832,345,17816,56779,Bakersfield,CA
93401,28033,21876,263,85,1050,26,53,703,3977,203152,1480,101035,75030,San Luis Obispo,CA
93402,14318,11123,66,50,728,16,22,328,1985,56638,858,41831,11054,Los Osos,CA
93405,35440,22902,2856,149,2183,43,439,1024,5844,120167,1083,68593,43828,San Luis Obispo,CA
93410,0,0,0,0,0,0,0,0,0,73,7,70,0,San Luis Obispo,CA
93420,28413,22170,177,113,836,21,44,750,4302,154848,1237,57428,78504,Arroyo Grande,CA
93422,31375,24373,566,211,688,58,35,744,4700,83814,865,39925,35480,Atascadero,CA
93424,1261,1128,5,3,18,0,0,16,91,25474,146,1603,5000,Avila Beach,CA
93426,1401,1066,9,25,22,5,2,40,232,9550,55,0,9035,Bradley,CA
93427,5505,3488,37,38,139,6,16,124,1657,24650,141,8150,9855,Buellton,CA
93428,6314,4835,17,25,83,10,5,91,1248,56104,617,35503,17223,Cambria,CA
93429,154,86,3,0,1,0,0,2,62,210,3,0,210,Casmalia,CA
93430,2972,2559,7,9,51,11,4,60,271,47114,265,32138,7531,Cayucos,CA
93432,1384,1113,11,18,11,0,0,24,207,11900,72,2155,8740,Creston,CA
93433,13162,8198,112,74,525,22,31,363,3837,18103,200,14380,3465,Grover Beach,CA
93434,7110,633,47,18,185,4,9,95,6119,698,14,188,0,Guadalupe,CA
93436,54017,22976,2565,402,1955,219,100,1557,24243,63578,782,26845,24290,Lompoc,CA
93437,3338,2005,285,8,197,20,9,198,616,1315,13,0,725,Lompoc,CA
93440,2058,1127,9,3,33,0,0,25,861,7370,35,638,6352,Los Alamos,CA
93441,1530,1238,12,2,80,5,2,15,176,29007,42,1432,27565,Los Olivos,CA
93442,10789,8588,42,69,270,9,6,223,1582,37303,470,28655,6638,Morro Bay,CA
93444,19244,11053,159,100,417,35,24,376,7080,52902,568,14398,31798,Nipomo,CA
93445,7173,3355,30,36,137,7,10,132,3466,12643,142,4093,8204,Oceano,CA
93446,43714,28817,612,271,678,59,62,910,12305,128802,902,28807,79521,Paso Robles,CA
93449,7657,6508,47,30,193,11,21,132,715,70774,517,26803,36644,Pismo Beach,CA
93450,740,209,2,6,5,0,1,9,508,14920,25,500,12070,San Ardo,CA
93451,3779,2169,72,30,22,6,7,66,1407,29581,252,4474,15055,San Miguel,CA
93452,524,231,1,5,6,0,0,9,272,737,22,427,300,San Simeon,CA
93453,2899,2310,10,25,50,0,8,74,422,16516,161,6354,8572,Santa Margarita,CA
93454,36448,11630,460,168,1548,78,62,603,21899,56115,345,17117,30652,Santa Maria,CA
93455,41684,25573,639,225,1865,85,57,1025,12215,91137,760,24514,56304,Santa Maria,CA
93458,55431,6126,527,153,2318,26,74,515,45692,18831,211,6320,12299,Santa Maria,CA
93460,5255,3923,20,153,50,5,11,75,1018,170753,341,84299,79766,Santa Ynez,CA
93461,1623,706,35,12,8,2,1,18,841,8150,7,0,8150,Shandon,CA
93463,7646,5547,38,38,91,5,5,125,1797,150999,452,27450,103600,Solvang,CA
93465,9153,7437,41,48,139,12,10,192,1274,58982,279,12753,40663,Templeton,CA
93501,5467,2677,637,43,59,11,6,154,1880,3423,36,656,2767,Mojave,CA
93505,14038,5594,2021,69,341,53,36,559,5365,7573,44,3675,3500,California City,CA
93510,7993,5912,124,40,153,2,17,158,1587,17786,132,7450,9466,Acton,CA
93512,277,185,0,52,1,0,0,4,35,286,7,286,0,Benton,CA
93513,1763,1113,4,411,14,1,0,44,176,240,9,125,0,Big Pine,CA
93514,13857,9530,79,1179,190,7,28,270,2574,77380,525,23910,50576,Bishop,CA
93516,2299,1569,160,40,44,4,1,70,411,2699,15,79,2360,Boron,CA
93517,670,453,1,40,1,0,1,15,159,17,2,0,17,Bridgeport,CA
93518,1146,953,6,24,12,0,0,42,109,1235,28,300,935,Caliente,CA
93519,101,72,2,4,13,0,0,7,3,0,0,0,0,Cantil,CA
93522,48,41,0,2,1,1,0,1,2,5,1,0,0,Darwin,CA
93523,3074,2112,158,22,101,8,7,154,512,3372,89,3008,160,Edwards,CA
93524,229,106,45,0,12,0,0,12,54,84,2,0,0,Edwards,CA
93526,719,490,6,92,8,1,2,23,97,1072,22,1072,0,Independence,CA
93527,2387,1980,26,28,47,3,6,73,224,8528,116,3845,4570,Inyokern,CA
93528,172,146,2,2,8,0,0,6,8,639,51,639,0,Johannesburg,CA
93529,633,477,0,6,2,0,0,8,140,476,18,176,200,June Lake,CA
93530,47,40,0,0,2,0,0,0,5,1800,12,300,0,Keeler,CA
93531,509,432,2,2,10,0,1,10,52,21632,42,7507,6625,Keene,CA
93532,2932,2158,106,14,37,1,7,76,533,3253,45,904,2339,Lake Hughes,CA
93534,39341,14027,8306,207,1347,64,115,1228,14047,82949,296,12609,66080,Lancaster,CA
93535,72046,20348,14451,284,1932,145,201,1891,32794,19433,259,7273,10763,Lancaster,CA
93536,70918,33405,9798,338,3735,138,339,2032,21133,98076,733,19896,55106,Lancaster,CA
93541,449,281,0,22,4,0,0,6,136,424,8,424,0,Lee Vining,CA
93543,13033,4038,760,48,140,15,20,224,7788,3465,161,3264,110,Littlerock,CA
93544,1259,836,51,2,22,7,1,30,310,10858,10,300,10550,Llano,CA
93545,2082,1132,4,189,16,1,1,43,696,8385,80,1090,1670,Lone Pine,CA
93546,9567,6245,32,40,154,10,18,142,2926,37174,712,19421,13483,Mammoth Lakes,CA
93549,344,240,0,8,8,0,0,16,72,50,2,0,50,Olancha,CA
93550,74929,13772,10820,224,1670,95,171,1468,46709,31939,282,7018,20520,Palmdale,CA
93551,50798,23534,5533,221,3692,93,162,1499,16064,93433,798,17756,55859,Palmdale,CA
93552,38158,6115,5799,100,1207,31,93,674,24139,5946,110,2553,1310,Palmdale,CA
93553,2138,1388,76,18,42,3,10,49,552,1012,8,300,695,Pearblossom,CA
93554,72,62,0,4,2,0,0,1,3,0,0,0,0,Randsburg,CA
93555,32560,23108,1120,289,1254,144,46,1137,5462,40959,427,12697,21586,Ridgecrest,CA
93558,125,94,0,7,1,0,0,8,15,0,0,0,0,Red Mountain,CA
93560,18910,9435,1455,152,633,57,43,666,6469,7562,88,2076,3917,Rosamond,CA
93561,34630,23150,1517,276,485,37,60,728,8377,62168,570,11988,40967,Tehachapi,CA
93562,1818,1315,62,45,16,6,1,64,309,3195,13,0,3195,Trona,CA
93563,388,271,39,0,9,3,0,6,60,0,0,0,0,Valyermo,CA
93591,7285,2380,804,47,47,10,17,142,3838,4030,39,3110,715,Palmdale,CA
93592,64,56,0,0,0,0,0,2,6,0,0,0,0,Trona,CA
93601,1909,1615,3,36,10,0,0,92,153,1177,33,862,310,Ahwahnee,CA
93602,3862,3020,19,240,28,2,5,128,420,3761,67,2731,1010,Auberry,CA
93603,222,186,4,6,3,0,0,6,17,90,2,0,90,Badger,CA
93604,674,583,4,10,21,0,0,12,44,9525,59,368,4283,Bass Lake,CA
93605,175,142,1,1,4,0,0,0,27,0,0,0,0,Big Creek,CA
93606,1217,65,4,10,212,2,0,8,916,250,1,0,0,Biola,CA
93608,1114,30,0,0,4,0,0,0,1080,20,1,0,0,Cantua Creek,CA
93609,5640,1511,19,13,372,3,8,66,3648,99070,76,38900,57446,Caruthers,CA
93610,23833,9791,2447,284,440,31,505,376,9959,143862,287,6306,121093,Chowchilla,CA
93611,45614,27899,851,342,4909,70,73,1243,10227,80105,583,36896,27331,Clovis,CA
93612,35351,17983,1152,356,2848,101,47,969,11895,30462,250,6461,18320,Clovis,CA
93614,11661,9678,66,311,99,15,19,366,1107,18859,208,3277,14052,Coarsegold,CA
93615,6042,300,2,6,95,1,16,33,5589,7250,6,0,6500,Cutler,CA
93616,2627,271,6,12,145,2,0,16,2175,3990,29,0,1850,Del Rey,CA
93618,28262,4465,47,74,498,9,38,165,22966,15666,172,712,7465,Dinuba,CA
93619,28965,19539,482,141,3323,24,82,796,4578,166403,624,67251,68022,Clovis,CA
93620,9591,3210,318,38,85,6,8,122,5804,53564,73,4252,42412,Dos Palos,CA
93621,464,330,5,32,6,0,0,18,73,765,9,125,640,Dunlap,CA
93622,9581,932,33,25,51,1,5,22,8512,82115,90,3500,61165,Firebaugh,CA
93623,69,62,0,0,1,0,0,1,5,0,0,0,0,Fish Camp,CA
93624,1134,32,0,4,0,0,0,1,1097,25100,16,1000,24100,Five Points,CA
93625,7313,1690,99,32,795,1,7,97,4592,16394,31,8110,7275,Fowler,CA
93626,1359,1064,7,15,54,0,2,63,154,21306,40,12231,8575,Friant,CA
93627,123,5,0,0,12,0,0,0,106,1000,1,1000,0,Helm,CA
93628,327,295,2,5,2,0,0,6,17,495,11,0,495,Hume,CA
93630,19162,4036,47,79,1218,5,37,187,13553,32241,114,3929,23401,Kerman,CA
93631,15941,7938,45,70,522,6,35,287,7038,58297,139,9091,38743,Kingsburg,CA
93633,25,25,0,0,0,0,0,0,0,405,3,405,0,Kings Canyon National Pk,CA
93634,33,21,0,4,0,1,0,1,6,0,0,0,0,Lakeshore,CA
93635,38776,10743,1177,145,1033,120,77,635,24846,108773,285,29197,75666,Los Banos,CA
93636,11908,7808,130,102,290,6,18,192,3362,20405,190,8086,9172,Madera,CA
93637,37743,10279,996,206,1140,27,41,549,24505,150436,341,13662,85011,Madera,CA
93638,49068,6507,1286,268,387,19,49,376,40176,72460,142,36758,27530,Madera,CA
93640,11880,304,28,31,44,1,20,10,11442,2450,5,450,0,Mendota,CA
93641,595,493,22,10,4,2,0,11,53,852,26,852,0,Miramonte,CA
93643,3171,2265,19,351,28,4,10,128,366,4638,76,2353,2260,North Fork,CA
93644,8637,7151,33,175,101,5,4,237,931,12109,232,5034,6272,Oakhurst,CA
93645,318,271,0,10,3,0,1,3,30,3980,11,0,3730,O Neals,CA
93646,10557,753,24,47,97,2,18,59,9557,11150,20,0,8800,Orange Cove,CA
93647,11874,657,12,24,850,3,27,63,10238,9434,37,304,6129,Orosi,CA
93648,15719,437,14,20,153,5,17,21,15052,7900,10,4500,2000,Parlier,CA
93650,4055,935,216,50,437,11,13,85,2308,4191,45,777,3280,Fresno,CA
93651,1674,1404,7,19,20,4,11,41,168,2926,32,600,1360,Prather,CA
93652,415,86,5,4,6,0,0,1,313,0,0,0,0,Raisin City,CA
93653,1229,1002,23,34,9,0,2,42,117,5906,29,0,5906,Raymond,CA
93654,29776,6920,116,95,959,7,48,287,21344,33528,188,3131,22512,Reedley,CA
93656,6313,1734,88,32,44,6,7,80,4322,87107,138,2700,59150,Riverdale,CA
93657,34999,9368,168,207,1528,44,39,406,23239,54342,309,8993,42537,Sanger,CA
93660,4675,202,6,11,41,0,1,18,4396,2290,4,0,290,San Joaquin,CA
93662,30237,5461,204,143,1535,3,82,295,22514,29412,116,15189,5063,Selma,CA
93664,585,532,0,4,5,0,0,5,39,2300,5,0,2300,Shaver Lake,CA
93665,472,52,43,0,5,4,0,2,366,0,0,0,0,South Dos Palos,CA
93666,692,47,0,0,6,0,0,5,634,70,2,0,70,Sultana,CA
93667,2604,2016,11,202,8,5,4,89,269,2556,37,335,1950,Tollhouse,CA
93668,1118,248,2,3,9,0,0,5,851,9519,22,1000,6719,Tranquillity,CA
93669,295,229,0,7,0,0,0,20,39,0,0,0,0,Wishon,CA
93673,713,136,0,16,5,2,0,3,551,6777,5,77,6700,Traver,CA
93675,3721,2845,35,56,58,1,0,112,614,4855,100,1632,2670,Squaw Valley,CA
93701,12529,1094,654,119,1254,4,19,152,9233,2584,25,960,587,Fresno,CA
93702,48607,3397,1785,295,6280,17,71,494,36268,28241,78,5579,20100,Fresno,CA
93703,31868,5978,1958,224,4434,26,56,475,18717,8407,127,4989,1900,Fresno,CA
93704,27156,13399,1177,162,1267,36,73,641,10401,156753,729,82221,53667,Fresno,CA
93705,36703,10356,3432,276,2031,64,38,752,19754,28582,379,12349,9325,Fresno,CA
93706,41087,4618,6967,202,3741,32,60,573,24894,84191,175,10991,58537,Fresno,CA
93710,30202,14101,2359,211,2726,69,44,814,9878,45307,524,23660,14359,Fresno,CA
93711,36731,23206,1608,154,2506,33,77,896,8251,552539,1461,123445,358103,Fresno,CA
93720,45191,27465,1544,195,5674,60,110,1318,8825,217883,1108,80867,111595,Fresno,CA
93721,6959,1561,845,58,240,5,13,84,4153,46711,142,26043,14570,Fresno,CA
93722,76448,22751,7107,507,10005,127,189,1943,33819,42038,449,16302,18425,Fresno,CA
93723,9547,3382,357,62,1683,11,21,232,3799,37797,108,2301,33036,Fresno,CA
93725,24979,3272,1261,131,3110,42,42,261,16860,88709,102,11160,65652,Fresno,CA
93726,40705,12336,3210,346,5040,82,86,955,18650,16720,281,7943,5852,Fresno,CA
93727,71820,19688,4287,400,14934,101,144,1483,30783,239203,654,58566,163590,Fresno,CA
93728,15743,5214,755,153,599,14,33,293,8682,8807,109,4236,3835,Fresno,CA
93730,9941,6617,156,34,1461,6,27,245,1395,83247,249,17409,42722,Fresno,CA
93901,26863,10246,557,98,1395,113,52,659,13743,115882,660,39537,64775,Salinas,CA
93905,61087,2169,337,114,1473,73,90,313,56518,7341,64,5173,1260,Salinas,CA
93906,59461,10501,1295,219,5221,172,76,1181,40796,16079,416,9626,4783,Salinas,CA
93907,21726,9200,310,89,1404,78,41,646,9958,96262,348,49064,38159,Salinas,CA
93908,13043,9085,102,42,773,20,18,366,2637,128426,429,23951,96309,Salinas,CA
93920,1369,963,3,6,15,2,7,15,358,15078,36,12716,2000,Big sur,CA
93921,3281,2974,10,1,98,5,4,53,136,119125,559,54030,49592,Carmel By the Sea,CA
93923,12073,10609,54,22,463,15,20,237,653,302205,1198,143073,113000,Carmel,CA
93924,6279,5414,29,17,108,11,20,131,549,120864,614,97939,16095,Carmel Valley,CA
93925,1671,220,3,2,7,0,2,8,1429,750,8,150,600,Chualar,CA
93926,8726,787,27,12,136,9,6,79,7670,1782,34,717,960,Gonzales,CA
93927,17547,1368,139,56,154,12,21,137,15660,7918,91,1665,5843,Greenfield,CA
93928,506,315,47,4,37,3,3,14,83,100,2,0,0,Jolon,CA
93930,15866,2636,73,61,233,9,28,120,12706,24124,47,3625,17200,King City,CA
93932,592,388,10,7,3,0,0,18,166,498,2,0,500,Lockwood,CA
93933,22406,8469,1653,79,4057,538,49,1586,5975,29059,379,17437,3490,Marina,CA
93940,31615,22759,773,116,2464,95,62,1204,4142,232375,1636,109197,95392,Monterey,CA
93943,6,4,0,0,1,0,0,1,0,2060,6,60,2000,Monterey,CA
93950,15046,11769,191,53,860,41,25,492,1615,81627,991,54940,22759,Pacific Grove,CA
93953,4509,3804,42,9,385,3,23,76,167,255208,425,118755,121919,Pebble Beach,CA
