"ZCTA","Total","White","Black","AmInd or Alaskan Native","Asian","PacIslander or HI Native","Other Race","Mixed","Hispanic","Total Contribs","Number Contribs","To Dems","To Repubs","Name","State"
"39358","1679","548","1111","3","0","0","0","8","9","0","0","0","0","Scooba","MS"
"39359","273","210","54","0","0","0","0","0","9","1200","3","0","1200","Sebastopol","MS"
"39360","3830","1471","2285","15","6","0","0","15","38","400","7","0","400","Shubuta","MS"
"39361","1468","463","987","4","1","1","0","3","9","3870","16","0","870","Shuqualak","MS"
"39362","2866","1508","1314","1","4","0","0","16","23","0","0","0","0","State Line","MS"
"39363","1773","1172","573","13","0","0","0","5","10","0","0","0","0","Stonewall","MS"
"39364","2985","1627","1291","3","5","0","5","10","44","0","0","0","0","Toomsuba","MS"
"39365","7547","6130","1171","89","20","2","1","66","68","1335","7","135","950","Union","MS"
"39366","1380","346","1014","3","0","0","0","5","12","0","0","0","0","Vossburg","MS"
"39367","15096","8464","6241","30","27","1","3","121","209","3127","20","400","2227","Waynesboro","MS"
"39401","43366","17562","22953","87","317","17","55","487","1888","34964","161","4202","16488","Hattiesburg","MS"
"39402","37492","26261","9094","76","634","23","30","384","990","117829","505","25772","65208","Hattiesburg","MS"
"39406","1759","1039","637","4","21","0","1","27","30","30","2","30","0","Hattiesburg","MS"
"39421","2936","1083","1800","1","4","0","0","17","31","0","0","0","0","Bassfield","MS"
"39422","5146","2499","2526","6","11","0","3","46","55","10382","25","670","8200","Bay Springs","MS"
"39423","2690","1696","934","9","2","0","1","33","15","0","0","0","0","Beaumont","MS"
"39425","1754","1606","113","9","2","0","0","12","12","0","0","0","0","Brooklyn","MS"
"39426","16301","14869","513","99","72","12","19","227","490","3186","87","346","1441","Carriere","MS"
"39427","1314","814","478","0","4","0","0","4","14","2760","11","0","2760","Carson","MS"
"39428","9761","5280","4167","11","21","0","3","64","215","4895","43","4450","445","Collins","MS"
"39429","17657","10764","6409","30","66","6","9","139","234","19285","168","159","14021","Columbia","MS"
"39437","12917","10298","2248","17","34","1","1","66","252","3902","41","321","1531","Ellisville","MS"
"39439","4573","1673","2621","208","2","0","0","28","41","400","2","0","100","Heidelberg","MS"
"39440","21305","6821","12043","10","194","3","6","153","2075","156361","188","1090","96431","Laurel","MS"
"39443","21939","18269","2915","25","48","0","15","110","557","101807","133","0","101058","Laurel","MS"
"39451","7181","4667","2327","27","7","1","2","58","92","1170","23","0","970","Leakesville","MS"
"39452","26964","24081","2041","75","56","1","12","200","498","8817","88","240","5691","Lucedale","MS"
"39455","9721","8051","1423","39","17","0","3","89","99","4447","45","3197","610","Lumberton","MS"
"39456","1292","808","452","5","1","0","0","17","9","0","0","0","0","Mc Lain","MS"
"39459","3677","3168","267","2","7","0","0","36","197","1610","12","1610","0","Moselle","MS"
"39461","582","571","3","1","1","0","0","1","5","200","10","200","0","Neely","MS"
"39462","1122","737","353","6","0","0","0","14","12","0","0","0","0","New Augusta","MS"
"39464","2482","2369","28","9","7","0","4","28","37","3222","2","2972","250","Ovett","MS"
"39465","21386","18290","2153","45","102","2","12","245","537","11001","108","318","9016","Petal","MS"
"39466","27738","21273","4794","106","134","15","19","467","930","22475","112","3388","15619","Picayune","MS"
"39470","13011","10752","1662","68","48","6","15","174","286","2569","35","74","1505","Poplarville","MS"
"39474","6050","2022","3926","31","7","0","2","28","34","2319","13","344","1475","Prentiss","MS"
"39475","12225","10573","1226","19","65","8","4","90","240","7345","50","1100","5091","Purvis","MS"
"39476","7582","6530","882","21","5","1","11","44","88","1856","8","0","950","Richton","MS"
"39477","686","625","50","4","4","0","0","0","3","420","6","0","420","Sandersville","MS"
"39478","2201","1425","710","1","2","0","0","20","43","1443","35","300","1143","Sandy Hook","MS"
"39479","5796","5283","350","6","10","2","1","43","101","1428","6","0","490","Seminary","MS"
"39480","2770","2381","338","5","0","3","0","8","35","0","0","0","0","Soso","MS"
"39481","1867","1628","213","0","4","0","0","1","21","3420","12","0","3420","Stringer","MS"
"39482","9746","8464","1048","15","9","2","3","71","134","4287","96","596","2541","Sumrall","MS"
"39483","6447","4976","1323","9","8","5","1","55","70","1705","9","0","1205","Foxworth","MS"
"39501","21987","7528","12564","79","245","32","9","428","1102","96928","159","465","61063","Gulfport","MS"
"39503","45309","29940","10870","167","955","61","55","1128","2133","132924","261","2021","68290","Gulfport","MS"
"39507","16234","11548","3133","44","213","15","12","279","990","69401","174","5999","53687","Gulfport","MS"
"39520","14681","12062","1433","74","173","5","26","322","586","12419","123","5362","4716","Bay Saint Louis","MS"
"39525","8383","7651","237","29","89","8","5","86","278","5440","50","262","4608","Diamondhead","MS"
"39530","8086","3625","2610","22","745","26","19","110","929","17680","64","971","11225","Biloxi","MS"
"39531","17736","11017","3671","57","521","32","25","581","1832","78211","188","12593","61802","Biloxi","MS"
"39532","32716","25042","3545","117","1844","30","41","667","1430","34082","164","864","26516","Biloxi","MS"
"39534","2379","1552","335","15","101","12","4","89","271","50","1","50","0","Biloxi","MS"
"39540","8522","5716","1410","41","657","9","12","250","427","38306","90","4070","26704","Diberville","MS"
"39553","17174","10140","5460","97","239","7","19","301","911","8835","61","335","8103","Gautier","MS"
"39556","7705","7225","104","34","20","1","1","147","173","8970","25","500","8460","Kiln","MS"
"39560","16844","14163","1309","67","415","11","7","253","619","17917","133","2961","13792","Long Beach","MS"
"39561","1852","1711","66","16","10","3","3","25","18","1882","37","200","1650","Mc Henry","MS"
"39562","17912","15810","1492","64","65","2","3","164","312","3934","45","0","1952","Moss Point","MS"
"39563","13790","3203","10103","28","60","4","16","122","254","3225","21","1129","850","Moss Point","MS"
"39564","36952","29583","3605","131","1284","25","54","759","1511","122302","584","21476","77975","Ocean Springs","MS"
"39565","19453","17388","798","100","334","11","17","302","503","8413","53","107","6783","Vancleave","MS"
"39567","10740","7285","2629","35","40","4","2","143","602","25186","183","4128","10397","Pascagoula","MS"
"39571","13179","10184","2056","62","266","4","28","256","323","47217","124","2992","38410","Pass Christian","MS"
"39572","1414","1040","308","6","4","1","4","33","18","760","7","0","160","Pearlington","MS"
"39573","8828","7951","567","50","11","2","12","83","152","3810","24","1600","1210","Perkinston","MS"
"39574","13613","12361","575","76","96","4","13","222","266","943","18","0","605","Saucier","MS"
"39576","5809","4482","823","28","87","3","12","143","231","3157","64","782","2375","Waveland","MS"
"39577","10374","7251","2849","32","40","0","1","94","107","4378","35","2043","2335","Wiggins","MS"
"39581","11595","4905","4507","25","170","5","5","108","1870","5101","33","600","2771","Pascagoula","MS"
"39601","23536","14734","8278","41","105","1","12","160","205","18887","118","1949","13610","Brookhaven","MS"
"39629","6519","5209","1204","12","6","5","3","39","41","3186","13","1000","1085","Bogue Chitto","MS"
"39630","1115","509","573","2","0","0","0","15","16","0","0","0","0","Bude","MS"
"39631","3732","1230","2468","0","0","0","3","3","28","1250","3","0","500","Centreville","MS"
"39633","1094","558","527","2","0","0","0","4","3","150","3","0","0","Crosby","MS"
"39635","170","135","32","1","0","0","0","1","1","0","0","0","0","Fernwood","MS"
"39638","3333","1552","1732","2","2","1","0","13","31","3200","7","0","2100","Gloster","MS"
"39641","4569","3362","1087","6","10","0","1","38","65","625","3","0","625","Jayess","MS"
"39643","1102","747","321","4","7","0","0","6","17","500","2","0","0","Kokomo","MS"
"39645","5016","2887","2021","15","3","0","0","38","52","790","4","0","250","Liberty","MS"
"39647","1023","859","154","1","0","0","0","8","1","0","0","0","0","Mc Call Creek","MS"
"39648","21710","8687","12352","56","164","1","3","159","288","16920","70","1557","9718","McComb","MS"
"39652","8315","3308","4841","29","13","0","2","48","74","1500","2","0","1000","Magnolia","MS"
"39653","2799","2104","658","8","3","0","1","11","14","3641","15","0","2557","Meadville","MS"
"39654","5635","3675","1726","6","13","0","2","32","181","2442","23","470","250","Monticello","MS"
"39656","803","435","349","0","3","0","0","11","5","0","0","0","0","Oak Vale","MS"
"39657","2351","1395","896","8","1","0","2","18","31","245","2","0","0","Osyka","MS"
"39661","2997","1479","1465","3","1","0","0","29","20","0","0","0","0","Roxie","MS"
"39662","1318","1106","169","2","5","0","0","3","33","210","7","0","210","Ruth","MS"
"39663","3080","1489","1536","2","2","0","0","23","28","175","2","175","0","Silver Creek","MS"
"39664","2256","1880","339","5","3","0","0","10","19","103","1","0","103","Smithdale","MS"
"39665","1196","730","441","4","2","0","0","2","17","0","0","0","0","Sontag","MS"
"39666","9588","6325","3017","17","57","1","2","55","114","9652","59","380","5055","Summit","MS"
"39667","12837","6514","5945","48","25","3","11","113","178","2980","15","40","400","Tylertown","MS"
"39668","681","319","360","0","2","0","0","0","0","0","0","0","0","Union Church","MS"
"39669","6045","1537","4451","11","1","0","3","24","18","604","5","54","300","Woodville","MS"
"39701","13997","3821","9822","27","52","3","8","132","132","42078","144","5115","33105","Columbus","MS"
"39702","22883","12461","9936","37","62","1","13","161","212","8693","46","1000","6593","Columbus","MS"
"39705","13667","9203","3508","18","242","25","12","195","464","112123","216","5711","89705","Columbus","MS"
"39730","11805","5621","5947","11","28","2","5","83","108","11396","80","1159","5400","Aberdeen","MS"
"39735","3916","2635","1200","6","2","1","1","38","33","4949","21","0","2285","Ackerman","MS"
"39736","312","42","264","0","0","0","0","5","1","0","0","0","0","Artesia","MS"
"39737","285","208","71","0","1","0","0","2","3","0","0","0","0","Bellefontaine","MS"
"39739","2957","774","2124","2","7","0","0","25","25","575","9","0","575","Brooksville","MS"
"39740","5038","4413","477","10","30","2","1","42","63","3950","8","0","3150","Caledonia","MS"
"39741","1560","890","636","2","2","0","5","1","24","0","0","0","0","Cedarbluff","MS"
"39743","2067","318","1722","4","2","0","0","14","7","475","8","225","250","Crawford","MS"
"39744","6008","4407","1449","12","1","0","6","47","86","4328","18","27","4300","Eupora","MS"
"39745","810","628","156","0","0","0","0","5","21","175","2","0","175","French Camp","MS"
"39746","3183","2632","484","3","3","0","1","30","30","3350","6","0","3350","Hamilton","MS"
"39747","1999","1064","895","5","7","0","2","9","17","3870","19","370","3500","Kilmichael","MS"
"39750","2781","1821","914","8","1","0","4","18","15","2035","33","145","1890","Maben","MS"
"39751","1309","885","407","0","3","0","0","5","9","0","0","0","0","Mantee","MS"
"39752","2473","2302","128","0","10","0","0","20","13","608","10","108","500","Mathiston","MS"
"39755","1051","474","571","1","0","0","0","1","4","250","1","0","250","Pheba","MS"
"39756","1943","366","1549","3","2","0","1","12","10","250","1","0","250","Prairie","MS"
"39759","42108","24339","15439","71","1110","12","39","468","630","144984","479","32096","64882","Starkville","MS"
"39760","23","17","6","0","0","0","0","0","0","10510","23","0","5060","Starkville","MS"
"39762","2207","1499","599","6","39","0","3","28","33","1339","10","69","1000","Mississippi State","MS"
"39766","2630","1979","588","2","6","0","0","18","37","450","2","0","450","Steens","MS"
"39767","861","772","52","0","1","0","0","7","29","0","0","0","0","Stewart","MS"
"39769","1923","1526","364","8","1","0","0","10","14","0","0","0","0","Sturgis","MS"
"39771","127","111","13","0","1","0","0","0","2","0","0","0","0","Walthall","MS"
"39772","1793","803","965","3","0","0","0","15","7","0","0","0","0","Weir","MS"
"39773","16670","6770","9584","21","42","2","9","86","156","48478","130","3337","39643","West Point","MS"
"39776","1674","908","690","0","1","0","0","8","67","1850","3","0","400","Woodland","MS"
"39813","2110","692","1360","3","15","0","1","9","30","3938","13","0","0","Arlington","GA"
"39815","1686","397","1164","6","4","0","0","2","113","0","0","0","0","Attapulgus","GA"
"39817","10894","5269","5045","20","30","1","10","103","416","5439","55","3712","1021","Bainbridge","GA"
"39819","11282","6096","4202","25","98","0","20","95","746","17960","45","207","17102","Bainbridge","GA"
"39823","8550","3959","4336","22","28","2","5","57","141","10475","25","3166","200","Blakely","GA"
"39824","544","391","138","1","7","0","0","5","2","2500","1","2500","0","Bluffton","GA"
"39825","1461","1113","278","2","4","0","0","12","52","650","2","0","0","Brinson","GA"
"39826","418","184","221","0","0","0","0","0","13","11350","21","0","3750","Bronwood","GA"
"39827","3842","3008","388","25","7","0","6","43","365","0","0","0","0","Cairo","GA"
"39828","15150","7153","5719","54","67","10","21","142","1984","2947","24","908","1750","Cairo","GA"
"39834","2138","1518","531","4","2","2","3","12","66","1472","6","0","250","Climax","GA"
"39836","461","240","215","0","2","0","0","0","4","0","0","0","0","Coleman","GA"
"39837","6166","3969","1995","14","21","0","0","55","112","2085","5","0","0","Colquitt","GA"
"39840","5726","1891","3668","4","19","0","4","36","104","1797","11","0","1297","Cuthbert","GA"
"39841","878","339","516","0","8","0","0","9","6","0","0","0","0","Damascus","GA"
"39842","8357","2807","5308","13","25","0","3","58","143","10442","53","50","5246","Dawson","GA"
"39845","7871","4975","2583","12","33","0","10","65","193","10254","27","0","351","Donalsonville","GA"
"39846","2440","863","1434","4","18","0","0","21","100","1493","12","83","475","Edison","GA"
"39851","2388","777","1555","8","4","1","0","20","23","5563","35","388","2175","Fort Gaines","GA"
"39854","2592","1343","1198","5","2","0","0","10","34","767","34","0","767","Georgetown","GA"
"39859","1281","942","318","2","1","0","0","6","12","500","6","0","500","Iron City","GA"
"39861","1003","691","284","11","0","0","0","3","14","0","0","0","0","Jakin","GA"
"39862","1326","592","667","3","10","1","1","4","48","34293","54","5000","7845","Leary","GA"
"39866","2122","687","1283","1","3","0","0","20","128","0","0","0","0","Morgan","GA"
"39867","321","157","158","1","1","0","0","3","1","0","0","0","0","Morris","GA"
"39870","2238","1003","1098","6","9","1","1","24","96","3600","7","0","2900","Newton","GA"
"39877","500","309","176","0","4","0","0","4","7","380","5","102","278","Parrott","GA"
"39885","76","62","11","1","0","0","0","2","0","0","0","0","0","Sasser","GA"
"39886","1616","729","869","0","0","0","0","7","11","2438","5","0","655","Shellman","GA"
"39897","3430","2495","783","48","16","0","4","21","63","2050","16","140","0","Whigham","GA"
"40003","1902","1791","20","8","3","0","0","18","62","330","5","30","0","Bagdad","KY"
"40004","28245","24908","1954","33","190","6","18","448","688","62294","174","33974","9970","Bardstown","KY"
"40006","5084","4820","19","15","28","0","13","53","136","525","11","0","250","Bedford","KY"
"40007","166","160","3","0","0","0","0","1","2","0","0","0","0","Bethlehem","KY"
"40008","3476","3252","131","5","5","2","0","24","57","5763","19","0","4640","Bloomfield","KY"
"40009","1051","1031","3","0","2","0","0","3","12","54","2","54","0","Bradfordsville","KY"
"40010","587","547","7","0","3","0","0","11","19","2705","7","0","205","Buckner","KY"
"40011","2549","2453","28","6","7","0","3","25","27","4399","76","2821","450","Campbellsburg","KY"
"40012","589","567","1","0","0","0","0","9","12","0","0","0","0","Chaplin","KY"
"40013","5369","5180","61","4","11","0","3","43","67","1415","21","227","835","Coxs Creek","KY"
"40014","19986","18344","475","44","223","5","17","259","619","54379","332","12621","15911","Crestwood","KY"
"40019","3789","3192","261","2","8","0","2","75","249","6343","12","6103","0","Eminence","KY"
"40020","109","88","2","0","0","0","5","6","8","0","0","0","0","Fairfield","KY"
"40022","834","784","23","0","4","0","0","1","22","4447","5","0","1600","Finchville","KY"
"40023","4118","3864","85","7","49","7","1","29","76","11987","91","1041","6264","Fisherville","KY"
"40025","59","50","0","0","2","0","0","0","7","25648","43","17037","5060","Glenview","KY"
"40026","5458","5035","87","8","64","3","5","48","208","89945","212","50133","25423","Goshen","KY"
"40031","22863","19533","1678","80","133","8","27","337","1067","22009","310","6539","9391","La Grange","KY"
"40033","12355","10290","1301","15","92","1","19","238","399","21806","37","15915","2760","Lebanon","KY"
"40036","223","213","0","0","0","0","0","1","9","0","0","0","0","Lockport","KY"
"40037","2864","2793","21","1","7","0","0","15","27","130","6","40","0","Loretto","KY"
"40040","531","516","0","0","3","0","0","5","7","0","0","0","0","Mackville","KY"
"40041","286","260","21","4","0","0","0","0","1","486","5","0","100","Masonic Home","KY"
"40045","3451","3318","4","4","6","4","0","30","85","825","3","0","0","Milton","KY"
"40046","1741","1690","11","6","2","0","1","19","12","580","31","580","0","Mount Eden","KY"
"40047","19345","18630","107","31","88","4","16","204","265","9540","70","3881","2014","Mount Washington","KY"
"40048","113","112","0","0","0","0","0","0","1","3","1","0","0","Nazareth","KY"
"40049","115","113","0","0","1","0","0","0","1","0","0","0","0","Nerinx","KY"
"40050","1389","1284","51","2","2","0","0","29","21","274","9","0","0","New Castle","KY"
"40051","4799","4688","16","5","4","0","0","49","37","1570","5","0","1070","New Haven","KY"
"40052","515","509","0","0","1","0","0","1","4","0","0","0","0","New Hope","KY"
"40055","1752","1682","11","6","8","0","0","21","24","1743","12","0","500","Pendleton","KY"
"40056","3263","3020","115","0","22","3","4","33","66","6882","69","2490","2301","Pewee Valley","KY"
"40057","3354","3203","30","10","0","0","2","30","79","675","5","500","175","Pleasureville","KY"
"40058","64","62","0","2","0","0","0","0","0","500","1","500","0","Port Royal","KY"
"40059","16708","14587","721","23","828","2","19","207","321","659673","1039","243097","292413","Prospect","KY"
"40060","1184","1154","4","2","2","1","2","3","16","200","2","200","0","Raywick","KY"
"40062","301","293","1","2","1","0","0","4","0","591","8","591","0","Saint Francis","KY"
"40063","789","494","253","5","3","0","0","15","19","0","0","0","0","Saint Mary","KY"
"40065","28025","21533","2353","72","149","19","45","521","3333","30528","264","14928","7443","Shelbyville","KY"
"40067","5114","4201","461","4","67","7","7","81","286","68661","98","9459","33501","Simpsonville","KY"
"40068","2131","2001","34","4","5","0","0","25","62","3234","40","0","2540","Smithfield","KY"
"40069","8276","7056","731","6","25","1","11","105","341","7200","20","2250","4650","Springfield","KY"
"40070","582","545","11","1","0","8","0","6","11","325","4","0","325","Sulphur","KY"
"40071","14292","13618","222","18","62","7","8","142","215","7709","159","658","6191","Taylorsville","KY"
"40075","1323","1293","6","0","9","0","0","11","4","256","13","256","0","Turners Station","KY"
"40076","2516","2421","11","1","2","0","2","42","37","955","26","802","0","Waddy","KY"
"40077","564","542","8","2","1","0","0","6","5","350","2","0","350","Westport","KY"
"40078","2200","2125","8","4","1","0","2","20","40","1836","29","1105","231","Willisburg","KY"
"40104","1336","1303","4","8","1","0","0","12","8","0","0","0","0","Battletown","KY"
"40107","2067","2000","8","6","6","0","0","25","22","915","19","105","625","Boston","KY"
"40108","11583","10910","166","43","43","6","4","211","200","7064","59","1958","3803","Brandenburg","KY"
"40109","1990","1904","12","9","9","0","5","28","23","2394","17","200","2200","Brooks","KY"
"40110","60","60","0","0","0","0","0","0","0","0","0","0","0","Clermont","KY"
"40111","1682","1634","15","0","2","0","0","15","16","0","0","0","0","Cloverport","KY"
"40115","727","680","1","16","0","0","0","17","13","0","0","0","0","Custer","KY"
"40117","2299","2093","116","4","14","7","2","38","25","6520","16","250","650","Ekron","KY"
"40118","9724","8375","235","26","74","10","10","133","861","6251","26","920","3120","Fairdale","KY"
"40119","1797","1757","3","4","1","0","0","18","14","135","3","0","135","Falls of Rough","KY"
"40121","10124","6430","1568","82","165","53","13","389","1424","3550","10","150","3400","Fort Knox","KY"
"40140","787","749","4","3","3","0","0","14","14","0","0","0","0","Garfield","KY"
"40142","2304","2198","46","10","9","2","0","29","10","170","3","0","170","Guston","KY"
"40143","5939","5576","204","10","18","0","3","75","53","927","9","192","210","Hardinsburg","KY"
"40144","1866","1818","18","4","1","0","0","21","4","1400","7","400","1000","Harned","KY"
"40145","908","895","1","0","3","0","0","7","2","500","13","500","0","Hudson","KY"
"40146","3745","3493","139","11","8","1","3","40","50","8225","25","4250","3475","Irvington","KY"
"40150","4103","3969","16","17","12","2","1","43","43","70","2","0","70","Lebanon Junction","KY"
"40152","604","585","1","4","0","0","0","12","2","0","0","0","0","Mc Daniels","KY"
"40155","947","792","66","5","5","3","5","44","27","300","1","0","300","Muldraugh","KY"
"40157","876","854","1","3","1","0","0","15","2","0","0","0","0","Payneville","KY"
"40160","23574","13984","5414","150","680","181","84","1165","1916","10815","99","2356","7069","Radcliff","KY"
"40161","178","171","1","0","0","0","0","6","0","60","1","0","60","Rhodelia","KY"
"40162","6056","5238","315","18","49","21","5","180","230","2430","20","1072","800","Rineyville","KY"
"40165","32726","31507","209","115","156","13","14","336","376","20568","137","3252","8787","Shepherdsville","KY"
"40170","344","337","1","0","1","0","0","4","1","217","1","0","0","Stephensport","KY"
"40171","243","240","0","0","0","0","0","1","2","0","0","0","0","Union Star","KY"
"40175","13070","10998","987","63","216","17","13","326","450","7642","159","2168","4809","Vine Grove","KY"
"40176","931","904","6","4","2","0","0","6","9","865","2","0","500","Webster","KY"
"40177","1463","1388","18","18","6","0","1","16","16","400","2","0","400","West Point","KY"
"40178","468","459","4","0","0","0","2","2","1","0","0","0","0","Westview","KY"
"40202","6772","2550","3678","29","203","4","5","96","207","664032","305","235523","164000","Louisville","KY"
"40203","19694","6089","12519","71","111","28","29","526","321","66989","124","50252","5500","Louisville","KY"
"40204","14236","12168","1293","18","174","6","9","297","271","284045","939","183712","67416","Louisville","KY"
"40205","23678","21998","602","44","293","8","23","288","422","292028","1276","201766","58607","Louisville","KY"
"40206","18865","15791","1743","42","398","3","30","325","533","222839","786","97805","104674","Louisville","KY"
"40207","29745","26791","1021","28","669","7","40","415","774","766043","1552","286682","285349","Louisville","KY"
"40208","13227","8087","3842","47","210","9","40","441","551","27919","121","14955","7925","Louisville","KY"
"40209","360","295","21","2","15","0","3","11","13","3601","7","2700","181","Louisville","KY"
"40210","14822","1036","13231","34","17","2","22","320","160","2175","20","-15","1000","Louisville","KY"
"40211","22612","796","21122","56","14","0","41","387","196","2160","33","1230","0","Louisville","KY"
"40212","17685","6443","10586","28","20","5","20","402","181","2721","83","2661","0","Louisville","KY"
"40213","16796","11930","3003","28","163","16","17","305","1334","29913","120","2905","12988","Louisville","KY"
"40214","45291","31018","6453","107","2487","64","100","1008","4054","36927","232","20782","12276","Louisville","KY"
"40215","22287","12633","7031","73","344","18","61","656","1471","3334","55","1644","1055","Louisville","KY"
"40216","40746","24310","14042","82","283","18","80","760","1171","37065","128","5868","8366","Louisville","KY"
"40217","12507","10741","919","35","355","7","29","219","202","18636","280","15626","1308","Louisville","KY"
"40218","31658","14929","12291","48","727","17","88","915","2643","21082","139","3380","5475","Louisville","KY"
"40219","38032","23897","7929","92","520","27","79","860","4628","15223","147","5889","8324","Louisville","KY"
"40220","33109","25281","4574","32","983","19","57","604","1559","39230","407","12677","19779","Louisville","KY"
"40222","21359","17610","1542","26","890","6","22","369","894","360549","773","104746","122533","Louisville","KY"
"40223","22011","18107","1899","41","652","13","51","328","920","365265","648","120575","83155","Louisville","KY"
"40228","15743","12147","2290","21","328","4","26","258","669","16325","101","548","9292","Louisville","KY"
"40229","36852","32236","2109","95","401","14","41","587","1369","14255","238","8840","4887","Louisville","KY"
"40231","0","0","0","0","0","0","0","0","0","0","0","0","0","Louisville","KY"
"40241","28988","22520","2801","53","1883","11","52","555","1113","354494","821","224383","62900","Louisville","KY"
"40242","10930","9008","916","22","237","3","16","206","522","16312","176","8431","1621","Louisville","KY"
"40243","10210","8909","561","11","195","4","13","141","376","31948","98","23489","4158","Louisville","KY"
"40245","30109","24413","2751","56","1526","20","65","475","803","215414","666","46914","98951","Louisville","KY"
"40258","26465","22144","2954","39","208","11","27","440","642","18042","25","2235","4515","Louisville","KY"
"40272","37394","33846","1502","123","237","24","48","673","941","9345","113","3421","3629","Louisville","KY"
"40280","303","259","3","0","25","0","0","9","7","0","0","0","0","Louisville","KY"
"40291","35427","29163","3595","68","430","19","53","660","1439","20784","245","3187","14518","Louisville","KY"
"40299","38371","32497","3044","47","691","5","57","621","1409","69601","379","16866","28365","Louisville","KY"
"40310","526","493","21","0","0","0","2","8","2","250","1","0","250","Burgin","KY"
"40311","7153","6920","43","8","16","0","6","51","109","9847","11","1047","8550","Carlisle","KY"
"40312","5898","5694","58","6","4","4","1","54","77","615","9","115","500","Clay City","KY"
"40313","3143","3019","34","3","16","0","0","37","34","397","8","147","250","Clearfield","KY"
"40316","309","305","0","0","1","0","0","0","3","0","0","0","0","Denniston","KY"
"40322","3328","3136","107","2","5","0","0","43","35","85","4","85","0","Frenchburg","KY"
"40324","41342","36007","2231","88","398","14","75","644","1885","54401","321","24382","19887","Georgetown","KY"
"40328","1065","1018","5","1","3","0","0","22","16","1191","18","1191","0","Gravel Switch","KY"
"40330","19334","17684","733","28","77","10","14","317","471","18067","65","3844","13593","Harrodsburg","KY"
"40334","76","72","2","0","0","0","0","1","1","0","0","0","0","Hope","KY"
"40336","13061","12843","29","21","14","0","8","59","87","6090","26","100","3895","Irvine","KY"
"40337","5501","5380","11","10","5","0","6","47","42","123","3","48","0","Jeffersonville","KY"
"40339","46","22","21","0","0","0","0","0","3","0","0","0","0","Keene","KY"
"40342","21125","20024","427","28","103","3","11","241","288","55841","129","4982","46100","Lawrenceburg","KY"
"40346","686","675","2","2","0","0","0","5","2","75","4","75","0","Means","KY"
"40347","2767","2454","131","1","9","2","2","35","133","61981","140","46191","4265","Midway","KY"
"40348","600","554","21","0","0","0","0","4","21","0","0","0","0","Millersburg","KY"
"40350","228","226","0","0","0","0","0","0","2","0","0","0","0","Moorefield","KY"
"40351","20329","19384","307","31","162","4","12","169","260","37549","169","23696","10340","Morehead","KY"
"40353","20779","19123","691","28","72","6","38","195","626","111128","120","83610","21255","Mount Sterling","KY"
"40356","40503","36910","1295","96","258","15","28","671","1230","217736","365","114058","79559","Nicholasville","KY"
"40358","904","891","0","3","1","0","0","3","6","18000","5","18000","0","Olympia","KY"
"40359","7080","6797","46","14","11","1","10","57","144","3961","24","781","2400","Owenton","KY"
"40360","6564","6280","89","9","16","1","2","61","106","12818","19","11603","1050","Owingsville","KY"
"40361","18220","15454","1153","23","60","0","21","285","1224","147215","151","53476","70395","Paris","KY"
"40363","22","22","0","0","0","0","0","0","0","0","0","0","0","Perry Park","KY"
"40370","2763","2653","20","4","6","0","0","23","57","2539","10","484","2050","Sadieville","KY"
"40371","2838","2780","6","5","3","1","3","30","10","265","2","0","250","Salt Lick","KY"
"40372","2128","2080","0","2","1","0","4","22","19","2338","20","982","1175","Salvisa","KY"
"40374","1702","1571","65","2","3","0","0","21","40","4100","2","4000","100","Sharpsburg","KY"
"40376","52","48","0","0","1","0","0","1","2","0","0","0","0","Slade","KY"
"40379","3288","3132","52","14","9","0","0","30","51","1022","30","529","500","Stamping Ground","KY"
"40380","6612","6475","20","8","12","0","0","44","53","19251","12","11401","7850","Stanton","KY"
"40383","22408","19317","1111","29","125","3","20","267","1536","110234","335","56037","32763","Versailles","KY"
"40385","3131","3003","34","6","2","1","0","43","42","939","7","0","850","Waco","KY"
"40387","2046","2005","3","6","1","0","3","22","6","725","7","225","500","Wellington","KY"
"40390","7366","6797","135","16","203","0","9","89","117","16004","62","417","14582","Wilmore","KY"
"40391","35262","32074","1693","48","125","4","25","412","881","62918","389","27558","26611","Winchester","KY"
"40402","2905","2877","2","1","1","0","2","5","17","2858","29","1101","1757","Annville","KY"
"40403","23774","22145","490","76","170","8","28","371","486","13777","250","6871","6202","Berea","KY"
"40404","643","458","128","0","18","0","0","20","19","10","1","0","0","Berea","KY"
"40409","3843","3780","1","9","4","0","0","26","23","1800","8","0","1250","Brodhead","KY"
"40419","4621","4459","23","6","8","0","0","69","56","1547","8","1487","0","Crab Orchard","KY"
"40422","24280","20691","2043","45","203","4","48","477","769","61638","243","22598","28767","Danville","KY"
"40434","34","34","0","0","0","0","0","0","0","0","0","0","0","Gray Hawk","KY"
"40437","4932","4796","23","1","5","0","3","39","65","181","8","0","181","Hustonville","KY"
"40440","2092","2024","22","1","3","2","1","16","23","635","14","0","515","Junction City","KY"
"40442","1136","1105","1","2","0","0","1","15","12","2000","2","1000","0","Kings Mountain","KY"
"40444","14096","13263","334","22","31","1","11","120","314","16811","89","11461","4690","Lancaster","KY"
"40445","997","974","2","5","0","0","0","11","5","50","1","0","0","Livingston","KY"
"40447","8251","8125","7","11","7","0","0","51","50","825","40","425","300","Mc Kee","KY"
