"ZCTA","Total","White","Black","AmInd or Alaskan Native","Asian","PacIslander or HI Native","Other Race","Mixed","Hispanic","Total Contribs","Number Contribs","To Dems","To Repubs","Name","State"
"66412","287","284","0","0","0","0","0","1","2","735","15","0","735","Bremen","KS"
"66413","1802","1753","3","8","0","0","0","26","12","850","18","210","350","Burlingame","KS"
"66414","2914","2752","9","22","9","0","0","48","74","2394","23","1608","500","Carbondale","KS"
"66415","885","841","6","5","4","0","0","16","13","1365","6","0","50","Centralia","KS"
"66416","489","460","1","13","1","0","0","9","5","244","3","0","244","Circleville","KS"
"66417","310","302","0","4","0","0","0","2","2","500","1","0","500","Corning","KS"
"66418","707","591","2","63","0","0","0","19","32","0","0","0","0","Delia","KS"
"66419","442","421","0","2","1","0","1","10","7","0","0","0","0","Denison","KS"
"66422","487","436","3","6","0","1","0","9","32","0","0","0","0","Emmett","KS"
"66423","985","953","6","1","1","0","0","14","10","565","4","115","50","Eskridge","KS"
"66424","610","562","4","7","4","1","0","6","26","4580","11","0","20","Everest","KS"
"66425","465","442","5","2","1","0","0","13","2","0","0","0","0","Fairview","KS"
"66427","1281","1250","5","0","1","0","0","5","20","765","3","0","200","Frankfort","KS"
"66428","415","394","0","3","1","0","0","13","4","0","0","0","0","Goff","KS"
"66429","579","533","1","6","4","0","0","15","20","0","0","0","0","Grantville","KS"
"66431","671","643","4","6","4","0","0","5","9","20","1","0","20","Harveyville","KS"
"66432","396","383","0","0","4","0","0","3","6","210","3","0","210","Havensville","KS"
"66434","4828","4276","87","146","17","0","4","132","166","2430","13","-100","350","Hiawatha","KS"
"66436","5879","5337","45","153","33","0","4","119","188","7891","91","175","4099","Holton","KS"
"66438","149","146","0","1","0","0","0","2","0","1990","4","0","20","Home","KS"
"66439","2747","1963","17","585","11","0","1","78","92","5249","27","393","4856","Horton","KS"
"66440","2063","1853","5","84","10","0","3","39","69","1296","34","0","1043","Hoyt","KS"
"66441","26746","15356","5170","209","942","227","58","1472","3312","15599","91","3262","5850","Junction City","KS"
"66442","14283","9314","1977","149","315","61","42","536","1889","8","1","0","0","Fort Riley","KS"
"66449","846","793","6","2","0","1","0","12","32","575","4","0","325","Leonardville","KS"
"66451","1793","1740","5","9","1","0","0","20","18","2959","24","207","752","Lyndon","KS"
"66501","260","240","0","1","0","0","0","7","12","0","0","0","0","Mc Farland","KS"
"66502","43850","35665","2063","178","1952","56","53","1264","2619","110407","680","30838","65368","Manhattan","KS"
"66503","13428","11012","693","61","590","30","23","366","653","78219","323","18358","47107","Manhattan","KS"
"66506","3614","2897","203","8","220","0","3","93","190","3","1","0","0","Manhattan","KS"
"66507","1247","1168","4","6","1","0","1","29","38","9725","27","0","6175","Maple Hill","KS"
"66508","4375","4182","13","9","20","2","0","50","99","8840","71","3602","2221","Marysville","KS"
"66509","2596","1677","11","632","1","1","0","147","127","100","2","0","100","Mayetta","KS"
"66510","779","754","1","1","4","1","0","8","10","0","0","0","0","Melvern","KS"
"66512","3361","3207","13","31","7","1","1","39","62","1037","22","200","485","Meriden","KS"
"66514","1657","1319","110","8","28","2","2","82","106","1685","31","0","985","Milford","KS"
"66515","425","408","0","4","0","0","0","8","5","0","0","0","0","Morrill","KS"
"66516","378","352","2","15","3","0","0","3","3","100","1","0","100","Netawaka","KS"
"66517","2087","1495","224","22","32","5","7","105","197","0","0","0","0","Ogden","KS"
"66518","189","183","0","1","0","0","0","3","2","465","2","0","0","Oketo","KS"
"66520","577","556","1","3","0","0","0","6","11","0","0","0","0","Olsburg","KS"
"66521","1532","1448","2","6","7","0","2","14","53","2255","7","20","0","Onaga","KS"
"66522","49","49","0","0","0","0","0","0","0","0","0","0","0","Oneida","KS"
"66523","3833","3599","11","25","11","3","0","54","130","1972","22","0","772","Osage City","KS"
"66524","2499","2415","6","22","6","0","0","18","32","740","5","0","150","Overbrook","KS"
"66526","801","740","4","3","0","0","0","22","32","1100","14","0","1100","Paxico","KS"
"66527","267","228","1","29","0","0","0","2","7","235","5","0","235","Powhattan","KS"
"66528","945","894","5","13","0","0","0","15","18","750","2","0","250","Quenemo","KS"
"66531","1380","1310","4","16","3","0","0","20","27","725","8","0","725","Riley","KS"
"66532","668","639","0","7","0","0","0","18","4","1699","22","859","0","Robinson","KS"
"66533","1832","1666","9","50","5","0","0","25","77","728","6","300","175","Rossville","KS"
"66534","3725","3578","31","16","6","2","4","42","46","6450","37","0","6200","Sabetha","KS"
"66535","2616","2397","26","20","23","5","2","61","82","550","3","0","550","Saint George","KS"
"66536","3922","3411","36","38","20","0","0","85","332","10939","45","0","7614","Saint Marys","KS"
"66537","1448","1378","3","13","5","0","0","18","31","652","8","102","50","Scranton","KS"
"66538","3264","3197","12","3","1","2","0","14","35","5645","44","1100","3371","Seneca","KS"
"66539","2806","2643","10","23","7","5","1","42","75","113","7","0","75","Silver Lake","KS"
"66540","540","496","1","21","1","0","0","8","13","30","6","0","0","Soldier","KS"
"66541","264","259","1","0","0","0","0","2","2","120","4","0","120","Summerfield","KS"
"66542","3335","3043","33","28","16","5","2","48","160","14710","73","6400","6327","Tecumseh","KS"
"66543","725","707","0","0","2","0","2","7","7","58","1","0","58","Vassar","KS"
"66544","337","320","0","1","0","0","0","9","7","365","1","0","0","Vermillion","KS"
"66546","1012","962","3","1","3","0","0","11","32","1462","42","287","525","Wakarusa","KS"
"66547","7617","7055","49","36","31","4","9","156","277","12627","85","2424","5485","Wamego","KS"
"66548","961","926","2","0","0","1","1","8","23","0","0","0","0","Waterville","KS"
"66549","1646","1584","8","11","1","1","0","15","26","1626","8","0","596","Westmoreland","KS"
"66550","607","574","1","11","2","0","0","7","12","2146","6","0","2146","Wetmore","KS"
"66552","396","368","6","6","0","0","0","16","0","0","0","0","0","Whiting","KS"
"66554","567","541","0","0","3","0","0","8","15","52","4","14","0","Randolph","KS"
"66603","2001","983","341","35","4","0","0","98","540","22294","36","8151","1225","Topeka","KS"
"66604","23344","17653","2144","227","197","14","35","820","2254","87916","616","20346","43726","Topeka","KS"
"66605","19919","11546","3700","202","105","12","31","858","3465","12673","198","5158","5830","Topeka","KS"
"66606","11284","8932","674","113","121","4","7","359","1074","26272","143","16155","7858","Topeka","KS"
"66607","10498","3938","2224","181","18","5","11","458","3663","1615","16","340","1180","Topeka","KS"
"66608","5991","4851","236","143","27","0","0","187","547","5212","30","4115","0","Topeka","KS"
"66609","7068","5094","812","69","67","1","12","272","741","11536","84","3297","1850","Topeka","KS"
"66610","9080","8051","242","50","235","5","0","141","356","69436","356","18827","25350","Topeka","KS"
"66611","9832","7592","905","72","172","13","15","345","718","33179","138","8553","20001","Topeka","KS"
"66612","2477","1282","519","48","11","1","3","132","481","17694","31","2578","5000","Topeka","KS"
"66614","31354","25354","1955","234","814","32","27","834","2104","90548","547","10456","52661","Topeka","KS"
"66615","2814","2433","92","22","52","3","1","47","164","17923","67","1666","1807","Topeka","KS"
"66616","5874","3841","158","74","21","3","5","172","1600","597","25","370","200","Topeka","KS"
"66617","8688","7968","79","59","40","3","9","159","371","4310","81","1230","921","Topeka","KS"
"66618","9402","8588","155","53","48","1","6","156","395","15178","62","4495","5045","Topeka","KS"
"66619","3070","2471","188","23","15","3","1","138","231","880","7","0","150","Topeka","KS"
"66621","643","494","44","2","51","1","1","15","35","0","0","0","0","Topeka","KS"
"66622","76","57","12","2","0","0","0","3","2","0","0","0","0","Topeka","KS"
"66701","12325","11257","388","77","63","5","6","271","258","9503","103","1066","2925","Fort Scott","KS"
"66710","746","703","0","5","1","0","0","24","13","1310","13","0","225","Altoona","KS"
"66711","610","574","4","4","0","0","0","17","11","0","0","0","0","Arcadia","KS"
"66712","1939","1847","2","21","4","0","0","13","52","1135","6","385","250","Arma","KS"
"66713","5836","4967","49","364","19","59","0","275","103","7818","27","260","1250","Baxter Springs","KS"
"66714","177","164","0","3","0","0","0","6","4","0","0","0","0","Benedict","KS"
"66716","567","519","11","4","1","0","0","8","24","0","0","0","0","Bronson","KS"
"66717","497","483","0","8","0","0","0","4","2","0","0","0","0","Buffalo","KS"
"66720","11299","10230","174","101","71","2","4","181","536","11456","71","568","7838","Chanute","KS"
"66724","1065","1017","3","9","1","0","0","22","13","0","0","0","0","Cherokee","KS"
"66725","5739","5275","26","151","21","0","0","158","108","12850","52","370","12480","Columbus","KS"
"66728","91","79","2","0","0","5","0","5","0","376","14","0","376","Crestline","KS"
"66732","291","281","1","0","1","0","0","4","4","1060","16","0","1060","Elsmore","KS"
"66733","2215","2083","4","24","5","0","0","16","83","2265","20","0","1965","Erie","KS"
"66734","332","315","0","6","3","0","0","7","1","100","1","100","0","Farlington","KS"
"66735","421","397","4","4","3","0","0","7","6","55","2","0","55","Franklin","KS"
"66736","3954","3693","20","27","20","5","6","75","108","3893","34","0","941","Fredonia","KS"
"66738","376","347","1","7","0","0","0","11","10","0","0","0","0","Fulton","KS"
"66739","5453","4848","21","229","19","1","0","187","148","10727","23","0","6387","Galena","KS"
"66740","477","446","11","3","1","0","0","6","10","0","0","0","0","Galesburg","KS"
"66741","237","223","3","3","3","0","0","2","3","0","0","0","0","Garland","KS"
"66743","4373","4113","56","39","10","1","2","65","87","10868","71","890","105","Girard","KS"
"66746","261","257","0","0","0","0","0","3","1","0","0","0","0","Hepler","KS"
"66748","2750","2542","30","15","1","1","0","41","120","5940","18","0","3285","Humboldt","KS"
"66749","7974","7255","190","64","58","0","2","184","221","10248","46","2936","5795","Iola","KS"
"66751","849","800","8","5","6","0","2","17","11","0","0","0","0","La Harpe","KS"
"66753","1077","1030","0","10","2","0","0","17","18","250","1","0","250","Mc Cune","KS"
"66754","451","440","0","2","1","0","0","6","2","0","0","0","0","Mapleton","KS"
"66755","1178","1107","14","11","0","1","0","25","20","125","5","0","125","Moran","KS"
"66756","1007","904","9","29","0","2","0","30","33","1275","2","0","0","Mulberry","KS"
"66757","3560","3355","15","37","15","0","0","50","88","1650","19","0","1000","Neodesha","KS"
"66758","216","204","0","3","0","0","0","0","9","0","0","0","0","Neosho Falls","KS"
"66760","98","85","4","0","1","0","0","7","1","0","0","0","0","Opolis","KS"
"66761","238","217","1","3","0","0","0","6","11","0","0","0","0","Piqua","KS"
"66762","24786","21310","657","201","419","62","21","653","1463","261276","451","13264","214892","Pittsburg","KS"
"66763","3369","3184","18","15","25","6","1","48","72","2626","6","925","201","Frontenac","KS"
"66767","511","483","2","6","0","0","0","10","10","500","1","0","0","Prescott","KS"
"66769","557","518","4","6","0","0","0","18","11","0","0","0","0","Redfield","KS"
"66770","1158","1011","4","54","1","0","0","75","13","109","7","59","50","Riverton","KS"
"66771","1028","989","0","2","2","0","0","13","22","150","2","150","0","Saint Paul","KS"
"66772","253","233","0","6","0","0","0","7","7","300","2","0","300","Savonburg","KS"
"66773","866","820","0","10","4","0","1","24","7","6100","5","0","6100","Scammon","KS"
"66775","191","186","0","0","0","0","0","5","0","0","0","0","0","Stark","KS"
"66776","1288","1225","2","7","3","0","0","28","23","100","1","0","100","Thayer","KS"
"66777","639","601","0","10","0","0","0","9","19","761","29","761","0","Toronto","KS"
"66778","139","109","0","12","0","0","0","13","5","0","0","0","0","Treece","KS"
"66779","650","636","2","3","2","0","0","5","2","1083","24","0","1083","Uniontown","KS"
"66780","589","559","1","6","0","0","0","4","19","309","10","309","0","Walnut","KS"
"66781","1347","1257","14","22","0","0","0","27","27","25","1","25","0","Weir","KS"
"66782","178","164","0","1","0","0","0","9","4","26","1","0","0","West Mineral","KS"
"66783","2230","2128","11","13","2","0","1","45","30","1391","21","389","1002","Yates Center","KS"
"66801","28492","19720","726","137","752","10","25","494","6628","27719","167","8052","13323","Emporia","KS"
"66830","262","237","0","3","0","1","0","10","11","220","5","0","0","Admire","KS"
"66833","536","514","0","1","1","0","0","4","16","325","1","0","0","Allen","KS"
"66834","848","807","5","4","2","0","0","6","24","50","1","0","50","Alta Vista","KS"
"66835","1360","1287","2","2","3","0","0","25","41","0","0","0","0","Americus","KS"
"66838","182","178","1","1","0","0","0","0","2","0","0","0","0","Burdick","KS"
"66839","4007","3751","38","40","26","0","0","52","100","1910","27","0","1245","Burlington","KS"
"66840","777","738","11","2","0","2","0","6","18","447","7","0","442","Burns","KS"
"66842","324","307","3","1","1","1","0","3","8","0","0","0","0","Cassoday","KS"
"66843","205","193","0","0","2","0","0","6","4","1500","2","0","1500","Cedar Point","KS"
"66845","1232","1113","31","0","2","0","0","15","71","2283","52","832","720","Cottonwood Falls","KS"
"66846","3504","3293","9","10","8","1","0","35","148","2192","16","0","862","Council Grove","KS"
"66849","485","453","4","5","2","0","0","7","14","195","5","0","195","Dwight","KS"
"66850","228","212","0","0","4","0","1","6","5","0","0","0","0","Elmdale","KS"
"66851","583","539","6","4","1","0","0","11","22","0","0","0","0","Florence","KS"
"66852","631","605","3","1","5","0","0","12","5","5","2","0","0","Gridley","KS"
"66853","429","411","1","8","1","0","0","7","1","3974","6","0","100","Hamilton","KS"
"66854","816","772","1","6","1","0","0","10","26","51","3","0","51","Hartford","KS"
"66856","1613","1571","3","4","2","0","0","11","22","931","9","0","250","Lebo","KS"
"66857","943","911","0","1","1","0","0","15","15","1525","10","0","1525","Le Roy","KS"
"66858","456","433","0","7","1","0","0","3","12","500","1","0","0","Lincolnville","KS"
"66859","178","154","0","2","1","0","0","8","13","0","0","0","0","Lost Springs","KS"
"66860","1258","1195","3","13","1","0","0","16","30","440","9","0","440","Madison","KS"
"66861","3204","3090","7","11","6","1","0","34","55","2025","24","400","925","Marion","KS"
"66862","116","112","0","0","0","0","0","4","0","680","5","0","680","Matfield Green","KS"
"66863","63","63","0","0","0","0","0","0","0","0","0","0","0","Neal","KS"
"66864","456","439","0","0","1","0","0","6","10","400","2","0","0","Neosho Rapids","KS"
"66865","1124","1097","2","2","1","0","0","5","17","590","8","340","250","Olpe","KS"
"66866","1789","1660","21","18","5","1","2","34","48","250","1","0","250","Peabody","KS"
"66868","764","735","1","0","0","0","0","8","20","5450","5","250","3200","Reading","KS"
"66869","748","722","3","6","0","0","0","6","11","709","13","461","0","Strong City","KS"
"66870","166","162","0","1","0","0","0","3","0","2900","10","0","2500","Virgil","KS"
"66871","1346","1278","3","10","3","0","0","23","29","3405","8","0","525","Waverly","KS"
"66872","1134","1075","5","8","3","0","0","12","31","1715","9","0","250","White City","KS"
"66873","319","283","4","1","3","0","0","15","13","0","0","0","0","Wilsey","KS"
"66901","6605","6188","43","16","15","1","8","84","250","3925","17","50","2925","Concordia","KS"
"66930","186","184","0","0","0","0","0","2","0","250","1","0","250","Agenda","KS"
"66932","157","149","0","0","0","0","0","7","1","0","0","0","0","Athol","KS"
"66933","298","282","0","0","0","0","0","0","16","380","13","380","0","Barnes","KS"
"66935","2563","2479","17","4","11","0","0","13","39","2435","18","867","1568","Belleville","KS"
"66936","344","325","0","3","0","0","0","2","14","0","0","0","0","Burr Oak","KS"
"66937","893","868","3","1","11","0","0","4","6","1435","5","-15","500","Clifton","KS"
"66938","1005","983","2","0","2","0","1","11","6","450","8","0","450","Clyde","KS"
"66939","537","526","2","0","4","0","0","1","4","900","1","0","0","Courtland","KS"
"66940","339","330","0","2","0","0","0","6","1","0","0","0","0","Cuba","KS"
"66941","242","233","1","3","0","0","0","4","1","0","0","0","0","Esbon","KS"
"66942","247","245","0","0","0","0","0","1","1","150","2","0","150","Formoso","KS"
"66943","505","483","1","2","0","0","0","2","17","3000","4","0","2000","Greenleaf","KS"
"66944","195","191","0","0","0","0","0","2","2","890","3","0","0","Haddam","KS"
"66945","1096","1076","6","2","2","0","0","3","7","221","6","221","0","Hanover","KS"
"66946","126","120","0","0","0","0","0","5","1","0","0","0","0","Hollenberg","KS"
"66948","494","481","4","2","1","0","0","4","2","0","0","0","0","Jamestown","KS"
"66949","668","625","0","5","1","0","0","5","32","285","2","0","285","Jewell","KS"
"66951","764","714","0","1","5","0","0","19","25","3630","7","500","900","Kensington","KS"
"66952","499","476","2","1","2","0","0","3","15","1161","16","320","31","Lebanon","KS"
"66953","703","632","10","1","1","0","0","5","54","0","0","0","0","Linn","KS"
"66955","114","112","0","0","0","0","0","2","0","125","4","0","125","Mahaska","KS"
"66956","1157","1125","3","3","4","0","1","12","9","1426","16","0","1426","Mankato","KS"
"66958","314","308","2","0","0","0","0","3","1","0","0","0","0","Morrowville","KS"
"66959","203","201","0","0","0","0","0","1","1","250","1","0","250","Munden","KS"
"66960","167","167","0","0","0","0","0","0","0","0","0","0","0","Narka","KS"
"66962","264","245","0","0","1","0","0","3","15","28493","9","0","0","Palmer","KS"
"66963","135","131","0","0","0","0","0","2","2","0","0","0","0","Randall","KS"
"66964","204","198","0","4","0","0","1","1","0","0","0","0","0","Republic","KS"
"66966","624","609","3","2","0","0","0","2","8","6550","5","0","6000","Scandia","KS"
"66967","2096","2040","2","6","2","3","1","22","20","250","1","0","250","Smith Center","KS"
"66968","1626","1570","4","2","4","0","0","20","26","1720","13","0","875","Washington","KS"
"66970","97","97","0","0","0","0","0","0","0","3258","30","0","2958","Webber","KS"
"67001","1676","1629","0","0","0","0","1","11","35","1652","32","52","525","Andale","KS"
"67002","13764","12412","132","75","237","7","15","270","616","36489","245","9980","9072","Andover","KS"
"67003","2626","2445","12","28","4","1","0","42","94","3281","20","0","955","Anthony","KS"
"67004","827","793","7","4","0","0","0","10","13","310","8","0","310","Argonia","KS"
"67005","16535","12690","487","381","85","12","8","508","2364","6472","90","1281","4091","Arkansas City","KS"
"67008","556","495","0","16","0","0","0","13","32","0","0","0","0","Atlanta","KS"
"67009","856","804","5","10","0","0","0","6","31","8172","81","1080","4720","Attica","KS"
"67010","13890","12854","54","158","71","11","3","245","494","12929","164","2619","2934","Augusta","KS"
"67012","61","59","0","2","0","0","0","0","0","357","3","0","0","Beaumont","KS"
"67013","3145","2935","14","31","8","1","1","69","86","636","14","157","475","Belle Plaine","KS"
"67016","530","462","5","15","4","0","0","6","38","0","0","0","0","Bentley","KS"
"67017","2294","2126","23","20","11","0","2","23","89","8899","23","242","8507","Benton","KS"
"67018","149","147","0","0","0","0","0","2","0","0","0","0","0","Bluff City","KS"
"67019","945","894","2","19","0","0","0","7","23","275","7","0","275","Burden","KS"
"67020","1689","1556","7","11","1","0","2","30","82","550","2","0","550","Burrton","KS"
"67021","65","62","0","0","0","0","0","2","1","500","3","0","0","Byers","KS"
"67022","1461","1376","4","18","1","0","0","14","48","45","4","45","0","Caldwell","KS"
"67023","230","220","0","5","1","0","0","2","2","0","0","0","0","Cambridge","KS"
"67024","849","773","0","33","1","0","0","30","12","0","0","0","0","Cedar Vale","KS"
"67025","3884","3704","9","23","7","3","4","56","78","3765","26","0","1759","Cheney","KS"
"67026","4845","4625","9","31","13","0","4","71","92","4662","22","607","3155","Clearwater","KS"
"67028","225","210","0","3","0","0","0","3","9","0","0","0","0","Coats","KS"
"67029","1063","1006","6","2","1","1","0","15","32","1857","16","77","1415","Coldwater","KS"
"67030","2659","2535","12","4","4","1","5","27","71","9045","22","0","4655","Colwich","KS"
"67031","2308","2220","4","10","1","0","0","41","32","200","4","0","200","Conway Springs","KS"
"67035","970","951","2","3","1","0","0","7","6","0","0","0","0","Cunningham","KS"
"67036","151","141","0","0","0","0","0","2","8","0","0","0","0","Danville","KS"
"67037","26577","23513","417","213","424","29","27","621","1333","123154","375","22599","12156","Derby","KS"
"67038","602","578","2","14","0","1","0","5","2","0","0","0","0","Dexter","KS"
"67039","3395","3210","16","28","12","0","0","49","80","3220","10","2700","520","Douglass","KS"
"67041","229","227","0","0","0","0","0","1","1","302","9","0","302","Elbing","KS"
"67042","17969","15628","783","188","58","11","12","328","961","7686","125","660","4245","El Dorado","KS"
"67045","3644","3370","10","29","12","0","1","69","153","5825","17","0","2100","Eureka","KS"
"67047","731","682","1","2","1","0","0","21","24","0","0","0","0","Fall River","KS"
"67049","79","78","0","1","0","0","0","0","0","0","0","0","0","Freeport","KS"
"67050","1844","1797","5","5","3","0","0","19","15","510","2","0","0","Garden Plain","KS"
"67051","456","438","2","6","0","1","0","3","6","2312","11","0","2312","Geuda Springs","KS"
"67052","8325","7526","73","58","75","0","6","177","410","6281","58","324","2958","Goddard","KS"
"67053","539","516","1","2","0","0","1","8","11","0","0","0","0","Goessel","KS"
"67054","1167","1092","2","10","5","0","0","12","46","3458","19","254","250","Greensburg","KS"
"67055","71","68","0","0","0","0","0","1","2","0","0","0","0","Greenwich","KS"
"67056","2935","2775","13","4","9","0","0","40","94","6975","14","1560","250","Halstead","KS"
"67057","241","231","0","1","1","0","0","5","3","0","0","0","0","Hardtner","KS"
"67058","2093","1888","4","20","1","0","1","13","166","1325","5","0","300","Harper","KS"
"67059","1042","976","8","12","4","1","0","8","33","9035","28","250","6100","Haviland","KS"
"67060","13733","12354","87","157","97","3","11","359","665","6860","84","2285","3710","Haysville","KS"
"67061","171","159","1","1","0","0","0","1","9","0","0","0","0","Hazelton","KS"
"67062","4156","3785","60","13","62","1","2","62","171","4992","81","2348","2130","Hesston","KS"
"67063","3942","3702","51","10","6","4","5","54","110","9378","52","298","8160","Hillsboro","KS"
"67065","228","214","0","0","0","1","0","6","7","232","6","0","232","Isabel","KS"
"67066","302","277","0","0","1","0","0","3","21","600","4","0","600","Iuka","KS"
"67067","1541","1317","97","10","23","0","0","42","52","2077","21","900","1546","Kechi","KS"
"67068","4354","4163","7","19","14","1","0","40","110","9955","26","35","1920","Kingman","KS"
"67070","1169","1099","1","11","2","0","0","14","42","1331","14","66","400","Kiowa","KS"
"67071","94","90","0","0","0","0","0","0","4","822","10","0","200","Lake City","KS"
"67072","244","236","0","2","0","0","0","2","4","0","0","0","0","Latham","KS"
"67073","309","296","1","0","1","0","0","2","9","0","0","0","0","Lehigh","KS"
"67074","1741","1616","5","26","3","0","1","42","48","1389","13","0","875","Leon","KS"
"67101","3604","3099","46","33","46","3","1","104","272","4996","32","1353","1045","Maize","KS"
"67103","326","317","1","0","1","0","0","1","6","450","2","0","0","Mayfield","KS"
"67104","2506","2379","15","6","15","0","13","25","53","4850","11","0","4250","Medicine Lodge","KS"
"67105","190","169","9","0","0","0","4","2","6","200","2","0","200","Milan","KS"
"67106","388","372","0","4","0","0","2","8","2","663","7","663","0","Milton","KS"
"67107","2979","2850","9","4","3","0","3","25","85","26874","18","912","850","Moundridge","KS"
"67108","1696","1604","4","13","4","0","0","26","45","2284","19","0","1284","Mount Hope","KS"
"67109","418","377","2","1","7","0","0","4","27","0","0","0","0","Mullinville","KS"
"67110","8415","7721","43","90","65","6","5","181","304","12660","58","1719","4525","Mulvane","KS"
"67111","352","314","0","1","13","0","0","8","16","0","0","0","0","Murdock","KS"
"67112","227","223","1","0","1","0","0","2","0","720","20","0","220","Nashville","KS"
"67114","21852","17490","412","126","160","9","19","416","3220","27613","255","7956","7812","Newton","KS"
"67117","1769","1628","21","8","15","0","0","21","76","2583","48","1920","640","North Newton","KS"
"67118","810","765","2","4","0","0","0","15","24","0","0","0","0","Norwich","KS"
"67119","1457","1377","11","12","5","0","1","22","29","7263","41","263","4650","Oxford","KS"
"67120","1358","1281","0","19","5","0","0","25","28","5402","44","350","4962","Peck","KS"
"67122","221","202","5","3","0","0","0","0","11","0","0","0","0","Piedmont","KS"
"67123","741","681","1","12","3","0","0","19","25","460","10","0","460","Potwin","KS"
"67124","8203","7467","93","32","25","0","7","119","460","17939","82","290","9410","Pratt","KS"
"67127","701","655","0","0","4","0","0","6","36","4300","15","0","2250","Protection","KS"
"67131","258","254","0","3","0","0","0","0","1","0","0","0","0","Rock","KS"
"67132","410","393","1","8","0","0","1","2","5","50","1","0","50","Rosalia","KS"
"67133","6379","5975","20","33","47","0","8","129","167","14175","36","520","13000","Rose Hill","KS"
"67134","420","368","6","1","0","0","0","14","31","3803","34","77","1776","Sawyer","KS"
"67135","3493","3193","19","22","7","1","1","54","196","2718","25","0","1523","Sedgwick","KS"
"67137","634","613","3","2","2","0","0","9","5","0","0","0","0","Severy","KS"
"67138","397","376","2","5","2","0","0","11","1","950","3","0","950","Sharon","KS"
"67140","802","727","7","10","2","0","0","17","39","264","1","0","0","South Haven","KS"
"67142","445","420","0","4","1","0","0","0","20","4199","36","0","3630","Spivey","KS"
"67143","58","58","0","0","0","0","0","0","0","0","0","0","0","Sun City","KS"
"67144","2716","2572","4","21","8","0","3","40","68","6513","101","277","5000","Towanda","KS"
"67146","1830","1712","0","23","4","0","0","40","51","2685","35","820","1660","Udall","KS"
"67147","9908","8993","94","92","78","1","10","189","451","3232","35","765","1332","Valley Center","KS"
"67149","988","924","1","5","1","0","0","15","42","254","2","0","0","Viola","KS"
"67150","12","10","0","0","0","0","0","2","0","250","1","0","250","Waldron","KS"
"67151","479","436","5","10","3","0","0","4","21","250","1","250","0","Walton","KS"
"67152","9541","8307","142","121","27","1","4","223","716","19017","100","235","5862","Wellington","KS"
"67154","1510","1413","8","13","1","0","3","31","41","3411","28","300","3111","Whitewater","KS"
"67155","166","160","0","0","0","0","0","1","5","0","0","0","0","Wilmore","KS"
"67156","15269","12921","479","182","487","0","4","377","819","11883","117","6784","3019","Winfield","KS"
"67159","169","169","0","0","0","0","0","0","0","0","0","0","0","Zenda","KS"
"67202","1393","957","233","17","34","2","1","33","116","110664","221","23264","65110","Wichita","KS"
"67203","31287","19411","1723","311","425","11","36","834","8536","39410","557","17425","14396","Wichita","KS"
"67204","21194","12100","679","189","363","5","23","409","7426","44117","208","15334","23220","Wichita","KS"
"67205","16811","14370","221","96","731","17","23","364","989","48694","298","12659","24016","Wichita","KS"
"67206","15186","12210","1035","56","901","9","13","278","684","307191","604","26200","206509","Wichita","KS"
"67207","26978","14769","4491","235","3593","58","38","1087","2707","64719","211","12282","14890","Wichita","KS"
"67208","18161","9782","5294","115","903","19","18","748","1282","32151","295","14217","11969","Wichita","KS"
"67209","13654","11226","359","116","394","16","22","332","1189","54115","235","7315","34213","Wichita","KS"
"67210","10339","4639","1228","79","1066","26","13","419","2869","2788","43","295","1223","Wichita","KS"
"67211","20644","11670","2132","283","759","10","34","754","5002","24531","163","5139","4861","Wichita","KS"
"67212","44707","36582","1479","395","1001","28","35","1192","3995","67091","511","25671","26921","Wichita","KS"
"67213","21368","14372","1360","310","320","16","22","827","4141","10108","131","2593","5424","Wichita","KS"
"67214","16542","3335","7905","173","536","8","33","588","3964","23616","144","4758","3872","Wichita","KS"
"67215","5708","4671","90","33","411","1","4","103","395","10792","131","54","5903","Wichita","KS"
"67216","24041","14383","1839","349","1463","24","30","1101","4852","4503","44","1122","3086","Wichita","KS"
"67217","30186","21821","1617","377","1227","11","30","1141","3962","26918","90","3927","17300","Wichita","KS"
"67218","22772","13331","3038","183","879","35","24","854","4428","40356","324","20274","16307","Wichita","KS"
"67219","12121","6691","3305","106","192","4","28","397","1398","2407","23","717","440","Wichita","KS"
"67220","14214","7907","3700","102","1258","15","25","472","735","1012785","3076","8686","2109","Wichita","KS"
"67223","513","483","3","2","8","0","0","5","12","300","1","0","300","Wichita","KS"
"67226","17757","12893","1803","92","1463","13","31","496","966","121029","475","18002","42029","Wichita","KS"
"67227","344","324","2","0","1","0","0","0","17","0","0","0","0","Wichita","KS"
"67228","2033","1568","41","13","249","0","3","74","85","7500","19","450","4350","Wichita","KS"
"67230","9959","8220","344","29","863","3","9","209","282","90823","282","8166","40587","Wichita","KS"
"67232","298","259","7","5","15","0","2","4","6","5450","7","0","5450","Wichita","KS"
"67235","11446","10162","104","57","274","2","9","191","647","30407","141","2959","20720","Wichita","KS"
"67260","0","0","0","0","0","0","0","0","0","0","0","0","0","Wichita","KS"
"67301","13556","11358","730","189","98","4","23","438","716","9480","91","1266","4459","Independence","KS"
"67330","1535","1416","4","28","0","1","0","51","35","1112","9","0","500","Altamont","KS"
"67332","207","171","0","8","0","0","0","23","5","0","0","0","0","Bartlett","KS"
